	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Afade	Proper noun	tr	the language	deu	Afade	n
eng	Afade	Proper noun	tr	the language	fra	afade
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	cmn	南非荷蘭語	alt=南非荷蘭語的	sc=Hani
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	cmn	南非語	alt=南非語的	sc=Hani
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	cmn	南非语	alt=南非语的	tr=Nánfēi yǔ de	sc=Hani
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	cmn	斐語	alt=斐語的	sc=Hani
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	cmn	斐语	alt=斐语的	tr=Fěiyǔ de	sc=Hani
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	cmn	阿非利堪斯語	alt=阿非利堪斯語的	sc=Hani
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	cmn	阿非利堪斯语	alt=阿非利堪斯语的	tr=Āfēilìkānsī yǔ de	sc=Hani
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	fin	afrikaansin kielinen
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	gle	Afracáinise
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	msa	Afrikaans
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	msa	bahasa Afrikaans
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	nds	afrikaansch
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	nld	Afrikaans
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	pol	afrykanerski
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	por	africânder
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	rus	африка́анс
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	slk	afrikánsky
eng	Afrikaans	Proper noun	tr	language	afr	Afrikaans
eng	Afrikaans	Proper noun	tr	language	amh	አፍሪካንስ
eng	Afrikaans	Proper noun	tr	language	amh	አፍሪካንኛ
eng	Afrikaans	Proper noun	tr	language	ara	أَفْرِيكَانِيَّة	f
eng	Afrikaans	Proper noun	tr	language	ara	لُغَة أَفْرِيكَانِيَّة	f
eng	Afrikaans	Proper noun	tr	language	arg	afrikaans
eng	Afrikaans	Proper noun	tr	language	ast	afrikaans
eng	Afrikaans	Proper noun	tr	language	aze	Afrikaans
eng	Afrikaans	Proper noun	tr	language	aze	Африкаанс	sc=Cyrl
eng	Afrikaans	Proper noun	tr	language	bel	афрыкаанс	m
eng	Afrikaans	Proper noun	tr	language	ben	আফ্রিকান্স ভাষা
eng	Afrikaans	Proper noun	tr	language	bre	afrikaneg
eng	Afrikaans	Proper noun	tr	language	bul	африканс	m
eng	Afrikaans	Proper noun	tr	language	cat	afrikaans
eng	Afrikaans	Proper noun	tr	language	ces	afrikánština	f
eng	Afrikaans	Proper noun	tr	language	cmn	南非荷兰语	tr=Nánfēi Hélán yǔ	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	南非荷蘭語	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	南非語	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	南非语	tr=Nánfēi yǔ	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	斐語	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	斐语	tr=Fěiyǔ	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	阿非利卡語	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	阿非利卡语	tr=Āfēilìkǎ yǔ	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	阿非利堪斯語	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cmn	阿非利堪斯语	tr=Āfēilìkānsī yǔ	sc=Hani
eng	Afrikaans	Proper noun	tr	language	cor	Afrikaans
eng	Afrikaans	Proper noun	tr	language	csb	afrikanersczi jãzëk
eng	Afrikaans	Proper noun	tr	language	cym	Affricaneg
eng	Afrikaans	Proper noun	tr	language	dan	afrikaans
eng	Afrikaans	Proper noun	tr	language	deu	Afrikaans	n
eng	Afrikaans	Proper noun	tr	language	dsb	afrikaans	m
eng	Afrikaans	Proper noun	tr	language	ell	αφρικάανς	n
eng	Afrikaans	Proper noun	tr	language	epo	afrikansa
eng	Afrikaans	Proper noun	tr	language	epo	afrikansa lingvo
eng	Afrikaans	Proper noun	tr	language	est	afrikaani keel
eng	Afrikaans	Proper noun	tr	language	est	buuri keel
eng	Afrikaans	Proper noun	tr	language	eus	afrikaans
eng	Afrikaans	Proper noun	tr	language	fao	afrikaans	n
eng	Afrikaans	Proper noun	tr	language	fas	آفریکانز	tr=âfrikânz	sc=fa-Arab
eng	Afrikaans	Proper noun	tr	language	fas	آفریکانس	tr=âfrikâns	sc=fa-Arab
eng	Afrikaans	Proper noun	tr	language	fas	زبان آفریکانز	tr=zaban-e âfrikânz
eng	Afrikaans	Proper noun	tr	language	fas	زبان آفریکانس	tr=zabân-e âfrikâns
eng	Afrikaans	Proper noun	tr	language	fin	afrikaans
eng	Afrikaans	Proper noun	tr	language	fra	afrikaans	m
eng	Afrikaans	Proper noun	tr	language	fry	Afrikaansk	n
eng	Afrikaans	Proper noun	tr	language	gla	Afragàns
eng	Afrikaans	Proper noun	tr	language	gle	Afracáinis	f
eng	Afrikaans	Proper noun	tr	language	glg	afrikaans
eng	Afrikaans	Proper noun	tr	language	guj	આફ્રીકી
eng	Afrikaans	Proper noun	tr	language	hbs	afrikanski jezik	m
eng	Afrikaans	Proper noun	tr	language	hbs	afrikanski	m
eng	Afrikaans	Proper noun	tr	language	hbs	afrikans	m
eng	Afrikaans	Proper noun	tr	language	hbs	африканс	m	sc=Cyrl
eng	Afrikaans	Proper noun	tr	language	hbs	африкански	m	sc=Cyrl
eng	Afrikaans	Proper noun	tr	language	heb	אפריקאנס	alt=אַפְרִיקַנְס	tr=afrikáns
eng	Afrikaans	Proper noun	tr	language	her	Otjiafrikaansa
eng	Afrikaans	Proper noun	tr	language	hin	अफ़्रीकान्स
eng	Afrikaans	Proper noun	tr	language	hin	अफ़्रीकान्स भाषा	f
eng	Afrikaans	Proper noun	tr	language	hsb	afrikanšćina
eng	Afrikaans	Proper noun	tr	language	hun	afrikaans
eng	Afrikaans	Proper noun	tr	language	hye	աֆրիկանս
eng	Afrikaans	Proper noun	tr	language	ido	Afrikaansa
eng	Afrikaans	Proper noun	tr	language	ido	linguo Afrikaansa
eng	Afrikaans	Proper noun	tr	language	ina	afrikaans
eng	Afrikaans	Proper noun	tr	language	ind	bahasa Afrikaans
eng	Afrikaans	Proper noun	tr	language	isl	afríkaans
eng	Afrikaans	Proper noun	tr	language	isl	afríkanska	f
eng	Afrikaans	Proper noun	tr	language	ita	afrikaans
eng	Afrikaans	Proper noun	tr	language	jpn	アフリカーンス語	tr=Afurikānsu-go
eng	Afrikaans	Proper noun	tr	language	kat	აფრიკაანსი
eng	Afrikaans	Proper noun	tr	language	kaz	африкаанс тілі
eng	Afrikaans	Proper noun	tr	language	kaz	бур тілі
eng	Afrikaans	Proper noun	tr	language	khm	ភាសាអាហ្វ្រីក	tr=phiasa afrik
eng	Afrikaans	Proper noun	tr	language	kir	африкаанс тили
eng	Afrikaans	Proper noun	tr	language	kir	бур тили
eng	Afrikaans	Proper noun	tr	language	kmr	afrîkaansî
eng	Afrikaans	Proper noun	tr	language	kmr	afrîkansî
eng	Afrikaans	Proper noun	tr	language	kor	아프리칸스어	tr=Apeurikanseu-eo
eng	Afrikaans	Proper noun	tr	language	lat	lingua
eng	Afrikaans	Proper noun	tr	language	lav	afrikandu valoda	f
eng	Afrikaans	Proper noun	tr	language	lav	afrikānss	m
eng	Afrikaans	Proper noun	tr	language	lav	būru valoda	f
eng	Afrikaans	Proper noun	tr	language	lij	lèngoa afrikaans
eng	Afrikaans	Proper noun	tr	language	lim	Afrikaans
eng	Afrikaans	Proper noun	tr	language	lim	Afrikaansj	n
eng	Afrikaans	Proper noun	tr	language	lin	liafríkánsi
eng	Afrikaans	Proper noun	tr	language	lit	afrikanerių kalba
eng	Afrikaans	Proper noun	tr	language	lit	afrikanų
eng	Afrikaans	Proper noun	tr	language	lit	afrikanų kalba
eng	Afrikaans	Proper noun	tr	language	lit	būrų kalba
eng	Afrikaans	Proper noun	tr	language	ltz	Afrikanesch
eng	Afrikaans	Proper noun	tr	language	mal	ആഫ്രിക്കാന്‍സ്
eng	Afrikaans	Proper noun	tr	language	mdf	африкандеронь	sc=Cyrl
eng	Afrikaans	Proper noun	tr	language	mdf	африканеронь	sc=Cyrl
eng	Afrikaans	Proper noun	tr	language	mdf	буронь	sc=Cyrl
eng	Afrikaans	Proper noun	tr	language	mlg	fiteny afrikaans
eng	Afrikaans	Proper noun	tr	language	mlt	L-Afrikan
eng	Afrikaans	Proper noun	tr	language	mon	африк хэл	sc=Cyrl
eng	Afrikaans	Proper noun	tr	language	msa	Afrikaans
eng	Afrikaans	Proper noun	tr	language	msa	bahasa Afrikaans
eng	Afrikaans	Proper noun	tr	language	nah	africatlahtolli
eng	Afrikaans	Proper noun	tr	language	nah	africatlahtōlli
eng	Afrikaans	Proper noun	tr	language	nah	afrikaantlahtōlli
eng	Afrikaans	Proper noun	tr	language	nav	Afrikaaner Dineʼé bizaad
eng	Afrikaans	Proper noun	tr	language	nds	Afrikaans
eng	Afrikaans	Proper noun	tr	language	nds-nl	Afrikaans
eng	Afrikaans	Proper noun	tr	language	nep	अफ्रिकाली
eng	Afrikaans	Proper noun	tr	language	nld	Afrikaans	n
eng	Afrikaans	Proper noun	tr	language	nld	Zuid-Afrikaans	n
eng	Afrikaans	Proper noun	tr	language	nno	afrikaans
eng	Afrikaans	Proper noun	tr	language	nor	afrikaans
eng	Afrikaans	Proper noun	tr	language	nso	Seafrikanse
eng	Afrikaans	Proper noun	tr	language	oci	africans
eng	Afrikaans	Proper noun	tr	language	pol	afrikaans
eng	Afrikaans	Proper noun	tr	language	por	africânder
eng	Afrikaans	Proper noun	tr	language	por	africâner
eng	Afrikaans	Proper noun	tr	language	ron	afrikaans
eng	Afrikaans	Proper noun	tr	language	rus	африка́анс	m
eng	Afrikaans	Proper noun	tr	language	scn	afrikaans
eng	Afrikaans	Proper noun	tr	language	sco	Afrikaans
eng	Afrikaans	Proper noun	tr	language	sgs	afrėkanu kalba
eng	Afrikaans	Proper noun	tr	language	sgs	afrėkanū ruoda
eng	Afrikaans	Proper noun	tr	language	slk	afrikánčina	f
eng	Afrikaans	Proper noun	tr	language	slv	afrikaans	m
eng	Afrikaans	Proper noun	tr	language	slv	afrikanščina	f
eng	Afrikaans	Proper noun	tr	language	sme	afrikánsagiella
eng	Afrikaans	Proper noun	tr	language	som	af Afrikaanays
eng	Afrikaans	Proper noun	tr	language	sot	Seafrekanse
eng	Afrikaans	Proper noun	tr	language	sot	Seburu
eng	Afrikaans	Proper noun	tr	language	spa	afrikáans	m
eng	Afrikaans	Proper noun	tr	language	sqi	afrikane
eng	Afrikaans	Proper noun	tr	language	ssw	siBhunu
eng	Afrikaans	Proper noun	tr	language	stq	Afrikoansk
eng	Afrikaans	Proper noun	tr	language	swa	Kiafrikaans
eng	Afrikaans	Proper noun	tr	language	swe	afrikaans
eng	Afrikaans	Proper noun	tr	language	szl	godka afrikaans
eng	Afrikaans	Proper noun	tr	language	tgl	Afrikaans
eng	Afrikaans	Proper noun	tr	language	tha	ภาษาแอฟริคานส์	tr=paasăa aefáríkaan
eng	Afrikaans	Proper noun	tr	language	tir	አፍሪቃንሰኛ
eng	Afrikaans	Proper noun	tr	language	ton	lea faka-Afrika
eng	Afrikaans	Proper noun	tr	language	tsn	Seburu
eng	Afrikaans	Proper noun	tr	language	tur	Afrikaans
eng	Afrikaans	Proper noun	tr	language	tur	Afrikanca
eng	Afrikaans	Proper noun	tr	language	tur	Afrikaner
eng	Afrikaans	Proper noun	tr	language	ukr	африкаанс	m
eng	Afrikaans	Proper noun	tr	language	urd	افریکان	tr=afrīkān
eng	Afrikaans	Proper noun	tr	language	urd	ایفریکان	tr=aifrīkān
eng	Afrikaans	Proper noun	tr	language	urd	ایفریکانز	tr=aifrīkānz
eng	Afrikaans	Proper noun	tr	language	urd	ایفریکانس	tr=aifrīkāns
eng	Afrikaans	Proper noun	tr	language	vec	afrikaans
eng	Afrikaans	Proper noun	tr	language	vie	Afrikaans
eng	Afrikaans	Proper noun	tr	language	vie	tiếng Afrikaans
eng	Afrikaans	Proper noun	tr	language	vie	tiếng Hà Lan ở Kếp
eng	Afrikaans	Proper noun	tr	language	vie	tiếng Nam Phi
eng	Afrikaans	Proper noun	tr	language	vol	Frikopänapük
eng	Afrikaans	Proper noun	tr	language	xho	isiAfrikansi
eng	Afrikaans	Proper noun	tr	language	xho	isiBhulu
eng	Afrikaans	Proper noun	tr	language	yid	אַפֿריקאַנס
eng	Afrikaans	Proper noun	tr	language	zul	isAfrikansi
eng	Afrikaans	Proper noun	tr	language	zul	isiBhunu
eng	Afrikaner	Noun	tr	member of ethnic group	afr	Afrikaner
eng	Afrikaner	Noun	tr	member of ethnic group	afr	Boer
eng	Afrikaner	Noun	tr	member of ethnic group	ara	أَفْرِيكَانِيّ	m
eng	Afrikaner	Noun	tr	member of ethnic group	ara	أَفْرِيكَانِيَّة	f
eng	Afrikaner	Noun	tr	member of ethnic group	ces	Afrikánec	m
eng	Afrikaner	Noun	tr	member of ethnic group	cmn	布尔人	tr=Bù'ěr rén
eng	Afrikaner	Noun	tr	member of ethnic group	cmn	布爾人
eng	Afrikaner	Noun	tr	member of ethnic group	cmn	阿非利卡人	tr=Āfēilìkǎ rén
eng	Afrikaner	Noun	tr	member of ethnic group	dan	afrikaner
eng	Afrikaner	Noun	tr	member of ethnic group	deu	Afrikaander	m
eng	Afrikaner	Noun	tr	member of ethnic group	deu	Bure	m
eng	Afrikaner	Noun	tr	member of ethnic group	deu	Kapholländer	m
eng	Afrikaner	Noun	tr	member of ethnic group	deu	Weißafrikaner	m
eng	Afrikaner	Noun	tr	member of ethnic group	eus	afrikaner
eng	Afrikaner	Noun	tr	member of ethnic group	fin	afrikaaneri
eng	Afrikaner	Noun	tr	member of ethnic group	fin	buuri
eng	Afrikaner	Noun	tr	member of ethnic group	fra	Afrikaans	m	f
eng	Afrikaner	Noun	tr	member of ethnic group	fra	Afrikaner	m
eng	Afrikaner	Noun	tr	member of ethnic group	fra	Boer	m
eng	Afrikaner	Noun	tr	member of ethnic group	gle	Afracánach	m
eng	Afrikaner	Noun	tr	member of ethnic group	ita	afrikander
eng	Afrikaner	Noun	tr	member of ethnic group	ita	sudafricano	m
eng	Afrikaner	Noun	tr	member of ethnic group	jpn	アフリカーナー	tr=Afurikānā
eng	Afrikaner	Noun	tr	member of ethnic group	khm	ជនជាតិអាភ្វ្រិក	sc=Khmr	tr=chɔɔn chiet aafrik
eng	Afrikaner	Noun	tr	member of ethnic group	kor	^아프리카너
eng	Afrikaner	Noun	tr	member of ethnic group	lav	afrikandiete	f
eng	Afrikaner	Noun	tr	member of ethnic group	lav	afrikands	m
eng	Afrikaner	Noun	tr	member of ethnic group	lav	būrs
eng	Afrikaner	Noun	tr	member of ethnic group	nld	Afrikaner	m
eng	Afrikaner	Noun	tr	member of ethnic group	nld	Zuid-Afrikaan	m
eng	Afrikaner	Noun	tr	member of ethnic group	nno	afrikandar	m
eng	Afrikaner	Noun	tr	member of ethnic group	nob	afrikander	m
eng	Afrikaner	Noun	tr	member of ethnic group	nso	Leburu
eng	Afrikaner	Noun	tr	member of ethnic group	pol	Afrykanerka	f
eng	Afrikaner	Noun	tr	member of ethnic group	pol	Afrykaner	m
eng	Afrikaner	Noun	tr	member of ethnic group	por	africânder	m	f
eng	Afrikaner	Noun	tr	member of ethnic group	por	africâner	m	f
eng	Afrikaner	Noun	tr	member of ethnic group	rus	африка́ндер	m	tr=afrikándɛr
eng	Afrikaner	Noun	tr	member of ethnic group	rus	африка́нер	m	tr=afrikánɛr
eng	Afrikaner	Noun	tr	member of ethnic group	rus	бур	m
eng	Afrikaner	Noun	tr	member of ethnic group	slk	Afrikánec	m
eng	Afrikaner	Noun	tr	member of ethnic group	sna	Bhunu
eng	Afrikaner	Noun	tr	member of ethnic group	sot	Leburu
eng	Afrikaner	Noun	tr	member of ethnic group	spa	afrikáner	m
eng	Afrikaner	Noun	tr	member of ethnic group	spa	bóer	m
eng	Afrikaner	Noun	tr	member of ethnic group	swe	afrikand	c
eng	Afrikaner	Noun	tr	member of ethnic group	tsn	Leburu
eng	Afrikaner	Noun	tr	member of ethnic group	yid	בור	m
eng	Afrikaner	Noun	tr	member of ethnic group	zul	iBhunu
eng	Afroasiatic	Adjective	tr	of or pertaining to a language family	deu	afroasiatisch
eng	Afroasiatic	Adjective	tr	of or pertaining to a language family	deu	hamito-semitisch
eng	Afroasiatic	Adjective	tr	of or pertaining to a language family	glg	afroasiático
eng	Afroasiatic	Adjective	tr	of or pertaining to a language family	hbs	afrȃzījskī
eng	Afroasiatic	Adjective	tr	of or pertaining to a language family	hbs	afroȃzījskī
eng	Afroasiatic	Adjective	tr	of or pertaining to a language family	hun	afroázsiai
eng	Afroasiatic	Adjective	tr	of or pertaining to a language family	nld	Afro-Aziatisch
eng	Afroasiatic	Adjective	tr	of or pertaining to a language family	rus	афрази́йский
eng	Afro-Brazilian	Adjective	tr	Brazilian and of African roots	glg	afrobrasileiro
eng	Afro-Brazilian	Adjective	tr	Brazilian and of African roots	por	afro-brasileiro
eng	Afro-Brazilian	Adjective	tr	Brazilian and of African roots	por	brasileiro negro
eng	Afrocentric	Adjective	tr	focusing on black African people	fra	afrocentrique
eng	Afrocentric	Adjective	tr	focusing on black African people	por	afrocêntrico
eng	Afrocentric	Adjective	tr	focusing on black African people	por	afrocentrista
eng	Afrocentrism	Noun	tr	black African ethnocentrism	fin	afrosentrismi
eng	Afrocentrism	Noun	tr	black African ethnocentrism	fra	afrocentrisme	m
eng	Afrocentrism	Noun	tr	black African ethnocentrism	por	afrocentrismo	m
eng	Afro-Cuban	Adjective	tr	describing the section of the population of Cuba that has an African heritage	glg	afrocubano
eng	Afro-Cuban	Adjective	tr	describing the section of the population of Cuba that has an African heritage	ita	afrocubano
eng	Afro-Eurasia	Proper noun	tr	supercontinent	dan	Afrika-Eurasien
eng	Afro-Eurasia	Proper noun	tr	supercontinent	deu	Afrika-Eurasien
eng	Afro-Eurasia	Proper noun	tr	supercontinent	epo	Afrik-Eŭrazio
eng	Afro-Eurasia	Proper noun	tr	supercontinent	fra	Afro-Eurasie
eng	Afro-Eurasia	Proper noun	tr	supercontinent	fra	Eurafrasie
eng	Afro-Eurasia	Proper noun	tr	supercontinent	frp	Erafrasia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	gla	Afraga-Eoràisia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	hat	Ewafrazi
eng	Afro-Eurasia	Proper noun	tr	supercontinent	hbs	Afrika-Euroazija
eng	Afro-Eurasia	Proper noun	tr	supercontinent	hun	Afro-Eurázsia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	ita	Eurafrasia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	jpn	アフロ・ユーラシア	tr=Afuro yūrashia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	lad	Evrafrasia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	por	Eurafrásia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	rus	А́фро-Евра́зия	f
eng	Afro-Eurasia	Proper noun	tr	supercontinent	spa	África-Eurasia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	spa	Afroeurasia
eng	Afro-Eurasia	Proper noun	tr	supercontinent	spa	Eurafrasia
eng	Afrophobia	Noun	tr	the fear, hate or dislike of Africans	deu	Afrophobie	f
eng	Afrophobia	Noun	tr	the fear, hate or dislike of Africans	fra	afrophobie	f
eng	Afrophobia	Noun	tr	the fear, hate or dislike of Africans	por	afrofobia	f
eng	Afrophobia	Noun	tr	the fear, hate or dislike of Africans	rus	афрофо́бия	f
eng	Afrophobia	Noun	tr	the fear, hate or dislike of Africans	spa	afrofobia	f
eng	Afropop	Noun	tr	pop music of Africa	por	afropop	m
eng	Afro-	Prefix	tr	African	cat	afro-
eng	Afro-	Prefix	tr	African	ell	αφρο-
eng	Afro-	Prefix	tr	African	fin	afro-
eng	Afro-	Prefix	tr	African	fra	afro-
eng	Afro-	Prefix	tr	African	glg	afro-
eng	Afro-	Prefix	tr	African	nld	Afro-
eng	Afro-	Prefix	tr	African	por	afro-
eng	Afro-	Prefix	tr	African	rus	африка́нско-
eng	Afro-	Prefix	tr	African	rus	а́фро-
eng	Afro-	Prefix	tr	African	spa	afro-
eng	Afrotropical	Adjective	tr	belonging to the Afrotropic ecozone	por	afrotropical
eng	Afsharid	Noun	tr		fra	Afcharide
eng	Afula	Proper noun	tr	town in northern Israel	por	Afula	f
eng	Afyonkarahisar	Proper noun	tr	Afyonkarahisar	ara	افيون قره‌حصار
eng	Afyonkarahisar	Proper noun	tr	Afyonkarahisar	lat	Acroenus
eng	Afyonkarahisar	Proper noun	tr	Afyonkarahisar	tur	Afyonkarahisar
eng	Afyonkarahisar	Proper noun	tr	Afyonkarahisar	uig	ئافيون قاراھىسار
